yManuf,yHlth,Intercept,Mkt.RF,SMB,HML,RMW,CMA,MOM
0.045406091,0.037286341,1,0.036626102,-0.003556061,0.014365262,-0.007459303,0.006675842,-0.009859695
-0.005093599,-0.000313383,1,-0.006139825,-0.001337981,-0.004806588,0.004097288,0.001194764,0.00538339
0.013639018,0.00493641,1,0.017022479,-0.005705876,0.008292656,-0.008298332,-0.002200049,-0.031171089
0.004028437,0.015347661,1,0.011698031,0.00871807,0.002379241,-0.01270065,0.006112369,-0.022368323
0.018175198,0.011234819,1,0.021331031,0.005795204,-0.001349375,-0.001335002,-0.006290096,-0.02718788
0.0027072,0.005146289,1,0.003447274,0.01656887,-0.016611281,0.000773978,-0.010260609,-0.011668691
0.017178037,0.014819031,1,0.025017859,0.015926113,0.004091112,-0.01218011,-0.000408003,-0.01801984
-0.00025039,-0.011362078,1,-0.002430954,-0.016002687,-0.003712009,0.005504714,-0.000104172,0.008262279
0.018846202,0.00843784,1,0.015902948,0.003852872,0.004183511,0.001080935,-0.000108364,-0.007452737
0.00902304,-0.000162367,1,0.002679087,-0.005559872,-0.010196055,0.003883971,-0.004501126,0.00770882
-0.01031538,-4.25E-05,1,0.000449023,-0.031935451,0.004399268,0.005410589,0.006710184,0.010517715
-0.002628856,0.003096603,1,0.003163682,0.016873168,0.000382875,-0.00082008,0.002894612,0.013430402
0.015058815,0.016725494,1,0.022963407,-0.006410295,0.015455327,-0.009512205,0.001396625,-0.021194463
-0.018898834,-0.001919114,1,-0.004342154,0.006263439,-0.00292299,0.002582426,-0.003502941,0.013190524
0.001457619,0.019318358,1,0.007501121,-0.006521108,-0.004210435,0.000593881,0.003896403,0.010122967
-0.011849973,-0.002943906,1,-0.007171557,-0.006905622,-0.007091279,0.007922959,0.000383807,0.028055996
-0.020814036,-0.029038254,1,-0.020452418,-0.002350666,-0.001237115,0.006167365,0.0030996,0.005800287
0.011241782,0.020793761,1,0.005569969,0.002177223,0.004056111,0.000580966,0.00930201,0.006822542
0.017023239,0.019336212,1,0.018787912,0.00778324,-0.001205395,-0.003120096,-0.004945286,0.002769432
-0.028609999,-0.017138789,1,-0.026833304,-0.015866177,0.001674433,0.008621117,0.006710771,0.015483903
-0.011583231,0.006947281,1,-0.009887017,0.008124134,0.002422113,-0.003203626,0.009018815,0.016281533
-0.046832823,-0.02638013,1,-0.044630301,-0.005316568,-0.001620418,0.012448371,0.006812473,0.028160045
0.018884734,0.011044637,1,0.01954133,0.005250813,-0.01062416,0.002193281,-0.000437997,-0.003875908
-0.03517079,-0.026755135,1,-0.031609855,-0.005011636,0.004991895,0.002681217,0.002098919,0.005807981
0.036710106,0.030408993,1,0.037356249,0.002684764,-0.001618227,-0.006502704,-0.002409918,-0.007691049
0.008508723,0.019693158,1,0.01075135,-0.008214104,0.006910051,-0.00081746,0.003383661,0.001510173
-0.0209229,0.014400867,1,-0.003446542,0.012531919,-0.00343287,-0.004900651,7.08E-05,0.003319534
0.032345115,0.02203935,1,0.021006825,0.008822627,5.23E-05,-0.002524328,0.001267118,-0.011633212
-0.002177686,-0.001479126,1,-0.002686379,0.014739239,-0.004634412,0.005293642,-0.000146664,0.01277464
0.002376242,0.009726128,1,-0.000480694,-0.010364828,0.005028604,-0.00220272,0.004706043,0.021570768
0.016120926,0.001423477,1,0.002691149,-0.015521698,-0.016346574,0.005502605,-0.010014291,-0.003517476
0.012919618,0.019680708,1,0.014395447,-0.012012624,0.008524295,-0.007685792,0.004291866,-0.00252742
-0.000740365,-0.011401973,1,0.001757744,-0.011581483,0.010116465,0.003485535,0.003196958,0.004207104
0.020340741,0.001086811,1,0.01366378,0.007893324,0.008718494,-0.000606159,-0.005814653,-0.034758955
0.006369484,-0.000225515,1,0.011226259,0.011703157,-0.001900608,0.000294984,-0.00150554,0.004851106
-0.010619651,0.006458379,1,-0.005439257,-0.011363461,0.002264924,-0.007677232,0.000491137,0.003769079
-0.006144921,0.000786942,1,-0.001845249,0.004179294,-0.000901449,-0.00299815,-0.001009607,0.00749076
0.024733858,0.023910676,1,0.025600328,0.009703853,0.012737353,-0.003598456,0.002902991,-0.017007639
0.026340219,0.006354827,1,0.020855688,0.007903001,0.018318838,-0.006392039,0.00168493,-0.023124978
-0.012767085,0.019849728,1,-0.004800953,-0.004514785,-0.011369067,-0.000903577,0.004200896,0.019028901
-0.01322543,-0.003544295,1,-0.01414013,-0.006593691,-0.003908687,0.00039769,0.006598029,0.007493517
0.00717047,0.023207009,1,0.014565947,-0.009778792,0.014568156,-0.008276099,0.01406958,0.010880416
-0.017149708,-0.02432469,1,-0.02203881,-0.000428537,0.00574203,0.000579454,0.00249689,-0.010808806
0.017763309,0.0059906,1,0.002663328,-0.010373413,0.017370036,-0.009280231,0.007886891,0.000985623
-0.017927679,-0.013936643,1,-0.013598438,0.00667593,-0.003923905,0.001590831,-0.003000303,0.002435355
-0.000436875,-0.009264056,1,0.002778167,0.002770634,0.008021028,0.005308474,0.005907102,-0.009689556
-0.023203319,-0.015714199,1,-0.023309414,-0.001111494,-0.007991722,0.00068908,0.003293034,0.003573497
-0.012832941,-0.005648711,1,-0.01461868,-0.010560488,-0.002805021,-0.000609664,0.002893838,0.003726053
0.032669865,0.031738674,1,0.037194946,0.004297935,0.001299359,0.003087648,-3.22E-06,0.005877539
0.007267741,0.004837607,1,0.008174172,0.014155652,-0.003604142,-0.00330325,-0.002708771,-0.003103462
0.00700202,0.00435076,1,0.001279046,-0.004722463,0.013333501,-0.005003479,0.009717026,-0.016815946
-0.000691373,-0.000570643,1,-0.001444696,0.00577488,0.008115342,-0.007380948,0.004396388,-0.01491252
0.015255858,-0.002079674,1,0.013987715,0.012744872,0.012829022,-0.005506924,-0.006602676,0.002059253
-0.022193568,-0.01902508,1,-0.01878969,0.001186644,0.001393561,-0.000602757,0.003804351,0.005891116
0.052115813,0.045870021,1,0.04801935,0.008424078,0.007714397,-0.007107955,0.001892076,-0.003814596
-0.00115012,0.02123556,1,0.004373598,-0.003613427,-0.007707804,-0.00300049,-0.003697866,0.007184718
0.017084599,0.006288898,1,0.009924131,0.004998563,-0.000703904,0.001297419,0.006611161,-0.005497367
0.01717834,0.014636877,1,0.012649613,0.001587491,0.000884649,-0.004592874,0.002686949,-0.007813764
0.007918187,0.010668734,1,0.00746403,-0.00167868,0.010744188,-0.006386401,0.002999628,-0.001618013
0.003013676,-0.000659112,1,0.004462711,0.000994654,9.39E-05,0.000897348,-0.005496049,-0.005094665
0.001581679,0.002197834,1,0.002198626,0.006411915,0.011834312,-0.010761583,0.00600124,0.005201384
-0.00443409,0.002510003,1,-0.003579931,-0.004916979,-0.005905107,0.001597109,0.005907363,0.00149874
0.000116701,0.008269693,1,0.001932414,-0.005695045,-0.010381054,0.002980631,-0.001708812,0.021146542
0.019726043,0.022966924,1,0.024618748,0.006095135,0.007101052,-0.005295564,0.005102727,0.006737014
0.00950607,0.004069135,1,0.006694836,0.005599912,0.009626566,0.0065139,0.00340213,-0.0142321
-0.005979347,0.006602618,1,-0.002197215,-0.001415647,-0.007581652,0.002992048,0.004600578,0.010134736
0.00707349,0.023944713,1,0.008394485,-0.002813184,-0.007780454,0.000395344,-0.000900539,0.010532403
-0.016748474,0.0010722,1,-0.01390913,-0.01901304,0.000784991,0.003092052,0.006812456,0.003973916
0.016228629,0.034061168,1,0.023757368,-0.000430828,-0.002116395,-0.003000068,0.001882491,0.005791082
-0.023653068,0.002021866,1,-0.022443702,-0.014714128,-0.006300006,6.85E-05,0.004503846,0.018041999
0.020105754,-0.005832851,1,0.019196533,0.007290007,0.014613297,-0.001716392,-0.003007399,-0.011576826
0.022130125,0.000549505,1,0.020404126,0.001650413,-0.001205788,-0.002712178,-0.012438837,-0.013766576
0.008803801,0.009138943,1,0.014457348,0.008015587,0.005673708,-0.004408846,-7.12E-06,-0.0031168
0.020515567,0.016823735,1,0.021386185,0.000693062,0.005999208,-0.005200171,-0.000214293,0.004448795
-0.010919668,0.003241174,1,-0.010688495,0.002454345,0.002288788,0.006914657,0.00449953,-0.006928158
-0.013666178,-0.018115493,1,-0.007524676,0.012736642,0.010621022,-0.006892522,-0.005689975,-0.002529627
0.006694155,0.009497623,1,0.007179736,-0.003510102,-0.002107256,0.000676632,0.00029272,0.000920539
-0.00939498,-0.001189959,1,-0.009269748,0.005387943,-0.005722532,0.002788703,0.003099335,0.002375714
-0.022383076,-0.027648177,1,-0.020827709,0.00671202,0.003800246,-0.00459445,-0.005794799,-0.008214239
0.008446682,0.005734233,1,0.011167727,0.005245852,0.002938445,-0.00321229,0.002890099,0.008573853
0.014749571,0.01964922,1,0.018379518,0.01345234,0.001787762,-0.00470241,-1.69E-06,0.010524916
0.030392455,0.039059882,1,0.030111228,-0.000506923,-0.005120497,-0.006602889,-0.001102189,0.005796063
0.015229043,0.010247127,1,0.007195918,0.005699501,0.018512822,-0.008780238,0.010739612,-0.001224709
-0.004951838,0.009686523,1,0.001180714,-0.002535186,-0.002117005,0.000964204,-0.001807836,-0.000605674
0.012063787,0.008899432,1,0.014395554,-0.001111828,-0.009675902,0.001592752,-0.004691747,0.014139297
-0.007012587,-0.013343919,1,-0.009898226,-0.000925033,-0.004693432,0.007818159,-0.001003267,-0.007789068
-0.021253955,-0.031884347,1,-0.020415778,0.000973279,0.00399712,0.000396869,-0.00259833,-0.009705872
0.006257548,0.010118645,1,0.006218304,0.007673033,-0.011672406,7.04E-05,-0.009767028,0.006089537
-0.013610137,-0.009973494,1,-0.018703366,-0.00601326,-0.01333846,0.001872127,-0.006386679,-0.002089453
0.011640009,0.02010969,1,0.014964249,0.00260091,0.003096325,-0.010462207,-0.002899457,0.012720535
0.021107837,0.020126988,1,0.021524329,0.002383135,-0.003404285,0.002596258,0.001594975,0.006596807
0.011694999,0.016951184,1,0.013685472,0.004177285,-0.006120595,-0.002504788,-0.004705585,0.002982992
-0.004614336,-0.014284497,1,-0.007700146,0.011443221,-0.005733321,0.003374241,-0.006686378,0.009195438
-0.001707802,0.010969849,1,0.001582253,0.003780055,0.001898287,-0.002403362,-0.001604831,0.010222111
0.011850674,-0.009000644,1,0.005507524,-0.001148903,0.013442267,0.008604065,0.006796653,-0.006842674
0.02247938,0.033518649,1,0.025232764,0.000987436,-0.000201869,-0.004112117,-0.008378719,0.014880177
0.008553774,0.004831585,1,0.00718594,-0.002114471,-0.003605187,0.014774561,0.004701298,-0.012153911
-0.002638084,-0.000596869,1,-0.001240634,-0.017004509,0.001678266,0.01468219,0.009634879,-0.004228832
0.006585378,-0.00055656,1,0.004782353,0.001919471,0.007103397,0.00177932,0.002897234,-0.005235489
0.014938521,0.021160726,1,0.016981349,-0.000521576,-0.009389803,0.001575802,-0.001002329,0.006597939
0.000921024,0.017114344,1,0.003625705,0.002956757,0.008017728,-0.000520454,-0.000908134,0.000892679
-0.008277813,0.001591142,1,0.003499374,0.015780706,-0.005498967,-0.001703891,-0.003207174,-0.001824822
-0.000460881,0.00048399,1,-0.0005685,-0.009423616,-0.001225853,-0.002905856,-0.0014198,0.002072588
-0.014682785,-0.026629027,1,-0.014570991,-0.006517576,0.00440489,-0.000622229,0.002299688,0.004066146
0.026587259,0.023056703,1,0.025654735,0.010236669,-0.003600889,-0.003099496,-0.001912737,0.003796191
0.014979054,0.008203032,1,0.013556381,0.002285064,-0.000108264,0.000395908,0.003099112,-0.009494969
-0.010736667,0.000385877,1,-0.004140052,0.000287473,-0.000805234,-0.005198194,0.000896284,0.001497809
0.004366689,0.035005063,1,0.00668973,0.003875204,-0.014049598,-0.017090494,-0.010066952,0.016973854
-0.005051847,0.011026733,1,-0.001174692,0.005005957,-0.007107864,-0.007680619,-0.001718748,-0.003527872
-0.02559148,-0.026227147,1,-0.025943699,0.004187627,-0.000816831,0.001488471,-0.005293599,-0.012585107
-0.003782155,0.001996567,1,-0.004490971,-0.008009659,-0.001727436,-0.007752972,-0.000427493,0.011118917
0.003097767,0.006695667,1,0.005509993,-0.021530577,6.90E-05,-0.002011909,-0.000717602,0.002036695
0.030189587,0.035618346,1,0.025217257,0.004679059,-1.97E-05,-0.000312581,-0.00041595,0.003190384
0.004360009,0.017086983,1,0.001344958,0.014942751,-0.007780906,-0.000611169,-0.0046947,0.012123354
0.013043126,0.004347132,1,0.013654477,0.003761821,0.003852111,-0.001513252,0.00190083,0.002489122
0.004784478,-0.001973229,1,0.011704073,0.006859785,0.015776451,-0.005714645,0.005299634,0.004051382
-0.015362286,-0.017874221,1,-0.019404885,0.002762133,-0.000906761,0.008216534,-0.004998035,-0.006089356
0.009642061,-0.003904856,1,0.012769336,-0.003532462,0.020291006,-0.003217072,0.005897426,-0.006462187
0.007733727,-0.018051616,1,-0.010123499,-0.027034222,0.01656992,0.021773641,0.012960159,-0.029857772
0.011284245,0.005045414,1,0.003302945,-0.001153038,0.010690867,0.009610099,0.006699497,-0.011607777
-0.018703884,-0.042720716,1,-0.02875477,-0.008603702,-0.000385658,0.009998955,0.002058407,-0.021406027
0.037191855,0.024605443,1,0.026743628,-0.005208758,0.001584733,0.000593375,-0.002501323,0.011006872
-0.00032236,0.009889472,1,-0.003477807,-0.009340433,0.005241129,0.005764236,0.005388097,-0.011958206
0.005499161,0.010343861,1,0.00992628,-0.005814545,-0.006502625,0.00642058,-0.001703527,0.003101655
-0.001284259,-0.007300358,1,-0.004659965,-0.019521868,0.00692878,0.009913287,0.006093707,-0.009493312
-0.004775305,0.004988492,1,-3.68E-05,-0.002811753,-0.012152309,0.002082183,-0.007679293,-0.001854355
0.007870169,0.014202614,1,0.01380026,0.00794115,-0.00210636,-0.00699421,-0.005688151,0.017203313
0.010329579,0.013125033,1,0.011830423,-0.004636965,0.00219246,-0.001320211,-0.002904142,0.009023977
0.01688393,0.010132198,1,0.016079669,0.011141913,0.002993021,-0.002602181,-0.00349934,0.004294908
-0.00012808,-0.004804285,1,-0.00522259,0.006770061,-0.005694563,-0.009967244,-0.002598909,-0.007090825
0.021569964,0.02225476,1,0.015278609,0.007598408,-0.002628136,-0.004306498,-0.004894229,0.006311256
-0.009053083,0.004048033,1,-0.000543877,0.001274895,-0.002403225,0.000396908,-0.005489657,-0.001420826
0.002584742,0.021896996,1,0.013748785,0.004485078,-0.002806609,-0.000204433,0.001694715,0.003000768
-0.013761115,-0.017780915,1,-0.013484672,-0.030252533,0.005777447,0.012305201,0.005700327,0.000390352
0.004148774,-0.008839651,1,0.00354944,-0.013081193,0.00867198,0.005500395,0.002486098,-0.002445238
-0.001927496,0.010128917,1,-0.000133139,-0.005103508,-0.008101569,-0.004601098,-0.004595309,0.003893768
-0.036301191,-0.013764877,1,-0.026269302,0.001060546,-0.003035682,-0.004024076,-0.000811408,-0.009687293
0.009091417,-0.00143211,1,0.005074264,0.009108256,-0.005592898,0.00039141,-0.00051262,-0.001735281
0.006291725,0.025462889,1,0.013040317,-0.005323363,-0.003704355,-0.004603632,-0.00688477,0.008088253
0.01363703,0.014547846,1,0.017998902,0.000158125,0.004062416,0.001296999,0.00249407,-0.001607334
0.012345189,0.017974528,1,0.008915858,0.001561965,0.000392547,-0.002810461,-0.003098976,0.00199452
-0.003543122,-0.002835689,1,0.001989274,-0.005113153,-0.000704803,0.001598828,0.001990529,0.000884438
-0.023927089,-0.000901404,1,-0.008519052,0.004877587,-0.004907425,-0.006995602,-0.001705256,-0.002209167
0.00769332,0.01681966,1,0.009097294,-0.021757271,0.004083612,0.004592406,0.002875697,0.007504271
-0.016794188,-0.005074381,1,-0.015644195,-0.007492188,-0.009501971,0.008521146,-0.006904854,0.007302578
-0.024568175,-0.00164952,1,-0.00793533,-0.003601816,-0.007602739,-0.000207485,-0.007580131,-0.001123378
-0.039841354,-0.026330416,1,-0.03583552,-0.014239034,0.005785241,0.015679542,0.003498042,-0.002813708
0.001365374,-0.020839542,1,-0.004900851,0.033104754,-0.00846451,-0.011855509,0.000776736,-0.017217875
0.037428814,0.067530759,1,0.040625644,-0.008508842,-0.006696605,-0.003701112,-0.002106304,0.021847838
0.024143542,0.031976798,1,0.028715541,0.022214897,-0.001326219,-0.003512458,0.001995036,0.002790357
0.009148792,-0.008437292,1,0.006994349,-0.006889526,0.006361803,0.004399736,0.006988909,-0.000363416
-0.009797876,8.23E-05,1,0.005307633,-0.00186846,-0.012449173,0.005091913,-0.006689656,-0.003160097
0.020633194,0.015974659,1,0.010422366,-0.01323683,-0.002607334,0.001791793,0.003001189,0.000529224
-0.039897704,0.019115713,1,0.002684668,-0.000291772,-0.020662463,0.002588529,-0.001602047,0.028359373
0.004606626,0.016609275,1,0.002827096,0.002722661,0.013563359,-0.011962729,0.006102655,0.022561147
-0.051584992,-0.024958341,1,-0.034411611,0.008956871,-0.008689252,-0.000314166,-0.003703857,0.016645104
0.058248195,0.032795749,1,0.034619105,0.002193517,0.005693982,-0.00662417,-0.000222019,-0.018422429
0.011015135,-0.021807879,1,0.010437232,0.007413472,0.00505127,0.004592347,0.004388887,0.000628439
-0.013399769,-0.00583811,1,-0.013859581,0.001872405,0.006089434,-0.001802784,0.003397194,-0.008279539
-0.019772342,0.023029859,1,-0.007763981,-0.004524872,-0.023090869,0.008618266,-0.006086671,0.028985768
-0.006340615,0.002765159,1,-0.013114884,0.004241799,-0.003235247,0.009411392,0.005796162,0.018084061
0.012324422,0.004039585,1,0.016388847,-0.007857197,-0.004263205,0.00219944,-0.012553035,0.001818522
-0.018349144,-0.018156062,1,-0.024995365,0.005332826,-0.005616587,-0.003821358,-0.005414708,-0.021459192
0.033720804,0.002950338,1,0.033183078,0.002482631,0.015444664,-0.00231656,0.002188077,-0.028491353
0.014988288,0.015012184,1,0.020890162,-0.005601513,-0.0128507,-0.003400765,-0.008377074,-0.007572983
0.001191215,0.020943218,1,0.008011902,8.57E-05,-0.014339787,0.000593337,-0.007978833,0.006869869
-0.011877949,0.002661066,1,-0.001810624,0.005194408,-0.004446567,-0.005215297,-0.000521268,0.000197121
-0.025536348,-0.004837495,1,-0.013628176,0.004999552,-0.005326777,-0.007189154,-0.003598846,8.62E-05
-0.013669279,0.005602011,1,-0.006119946,0.017613945,0.005076201,-0.003511253,-0.000903664,0.026454002
0.025410548,0.042794451,1,0.025751935,-0.000388093,-0.010329183,0.006105469,-0.006496343,0.00591058
-0.013833952,-0.028145004,1,-0.021510624,0.003542216,0.002318457,0.005403414,0.002780516,-0.009017545
0.010402072,-0.014711504,1,0.004492194,0.007410677,0.010535424,-0.00250255,0.007217525,-0.007692302
0.017228703,0.032886461,1,0.016689612,-0.008705369,-0.013539904,-0.007987104,-0.003605146,-0.008474168
-0.000688011,-0.008131453,1,-0.010148768,0.001472343,0.007413481,-0.001803783,-0.002501176,-0.02209465
0.006148863,0.016356748,1,0.017794947,-0.003621848,-0.013152061,0.011735464,-0.013138035,0.015316562
0.00202362,-0.030151099,1,-0.007609141,-0.024701403,0.024658926,0.004461158,0.007204125,-0.033039932
-0.003857999,0.013437976,1,0.004046665,-0.000334907,0.000874823,-0.009665215,0.001693722,0.012213781
0.000935002,0.008632262,1,0.004046093,0.002778674,-0.004796885,0.00109409,-0.001311403,0.006049609
-0.001531538,0.011120232,1,0.003089516,0.004275259,-0.001204241,-0.004394031,-0.004594759,0.011677628
-0.015673906,0.000387422,1,-0.007880719,0.00430392,-0.001405712,-0.006783586,-0.000905292,0.01577882
-0.010508598,-0.004531867,1,-0.002844125,0.018695347,-0.001110026,-0.004111588,-0.006692711,-0.002156169
-0.000409808,0.000649449,1,0.001285369,0.00159008,0.005807706,0.00320286,0.002802641,0.003996806
0.00292353,0.022070024,1,0.008349088,0.006499829,-0.013638393,0.000395028,-0.006583928,0.018620683
-0.00793601,0.000209568,1,-0.00354885,0.003394001,0.006000719,0.003899709,-9.57E-06,0.008691182
-0.014866509,-0.012966287,1,-0.013466957,-0.014355994,-0.00570735,0.000490856,-0.004511186,0.022996594
-0.00762663,0.008635688,1,-0.000243712,-0.00081509,-0.013048147,-0.00181351,-0.004695167,0.028096991
-0.001231704,0.029469731,1,0.022644894,-0.017111756,-0.016316281,-0.009966174,-0.025550074,0.01813847
-0.038227888,-0.027078398,1,-0.023215791,-0.015051603,-0.004819369,-0.005600272,-0.003399516,0.03135598
0.012266264,0.021532932,1,0.011939071,0.001262207,-0.00823735,0.013847359,0.0065067,-0.002476347
-0.016268995,-0.021893634,1,-0.013664806,-0.01145406,0.008118131,0.006208776,0.01062585,0.010254267
0.020294243,-0.001682904,1,0.006878407,-0.003207915,0.012836147,0.002697856,-0.001001709,-0.013772016
-0.058951422,-0.050112749,1,-0.056971681,0.011172296,0.000234379,-0.002846925,0.01089272,0.016624296
0.010113843,0.008171368,1,0.010659491,-0.00218105,-0.007025377,-0.001013489,-0.013259404,-0.024112094
-0.03362989,-0.04548806,1,-0.030834732,0.014522702,0.001103968,0.004602101,0.001725083,0.0005914
0.005185795,0.030760467,1,0.020890727,-0.00709014,-0.014538667,-0.00330141,-0.012354421,0.027853837
0.004102332,0.009792384,1,-0.00165007,0.009613167,-0.017613727,-0.003717608,-0.008297319,0.00701072
-0.013960052,-0.071630866,1,-0.017743657,-0.025027422,0.037311359,0.009615802,0.00739655,0.011427752
0.019116063,0.016389723,1,0.007290339,-0.014837228,0.004870407,0.006778837,0.007977767,-0.018803011
0.056621532,-0.001053493,1,0.034302346,0.01769819,0.019116,0.010928644,0.01799354,-0.064942413
0.001491614,0.018252424,1,0.006246768,-0.01298304,0.000969284,-0.012496225,0.000177935,0.023206842
0.007584819,-0.005897536,1,0.016942924,-0.014860767,0.001982876,0.011747099,-0.001465297,0.009610848
-0.002963114,0.031012444,1,0.001879205,-0.006396028,-0.013999731,-0.000856878,-0.010365545,0.012078118
0.006118443,0.014273984,1,0.013705801,0.024609076,0.005795228,-0.017106447,-0.008192958,-0.004246793
-0.036000998,-0.028741717,1,-0.037112081,-0.010484637,-0.000422389,-0.013053581,0.004193603,0.027280482
0.024618415,0.025963908,1,0.031349861,-0.006705402,-0.008009838,0.006010422,-0.005395142,0.004156646
0.005552318,0.011330082,1,0.003804201,0.02400069,-0.009584721,-0.000206587,-0.001201869,-0.006005688
-0.019223351,-0.010736634,1,-0.001990736,-0.014969143,0.00192967,-6.39E-06,-0.003305282,0.026780661
-0.041256637,-0.028234052,1,-0.039403619,-0.009303653,-0.017257293,0.011633398,0.002144069,0.001992714
-0.009122623,0.009321552,1,-0.003419183,0.00090652,-0.007536744,-0.014632493,-0.002506958,0.011704854
0.036683926,0.026632119,1,0.02844608,0.003397838,0.010020006,0.00019417,0.007815901,-0.029502166
-0.013622079,-0.006631665,1,-0.009087509,-0.008679701,-0.005598939,-0.00030011,-0.00160637,0.011505243
-0.058310788,-0.065095098,1,-0.062262398,-0.019751615,0.006204368,0.010938212,0.01225246,0.013559193
-0.022080999,-0.022926569,1,-0.02552375,-0.013169504,-0.002278785,0.004774018,0.006468484,0.025614302
0.015092531,0.012758901,1,0.01372339,-0.000544868,-0.014569137,0.004085644,-0.004755275,-0.013499912
0.032959563,-0.022156144,1,0.017083298,-0.003165471,0.036805958,0.003873331,0.017749514,-0.016868425
-0.005136888,-0.031339513,1,-0.033556184,-0.009990002,0.012149897,0.02206205,0.01966635,-0.037331739
-0.01525281,-0.007245653,1,-0.008243956,-0.006405795,-0.003038036,0.011141865,0.000908872,0.031110536
0.024092589,0.027289584,1,0.030948079,0.006802446,-0.016423096,-0.00710673,-0.006814603,-0.021942232
0.015334822,0.016889473,1,0.018213507,0.012702333,-0.000825366,0.003766813,0.001481556,-0.018588607
0.03954155,0.005163949,1,0.030838126,0.015434515,0.02218453,-0.005525143,0.002871401,-0.065129577
0.013787291,0.012934919,1,0.010011971,-0.002795226,0.012322081,0.003773744,0.005798027,-0.003329969
0.026571636,-0.023415286,1,0.014131618,-0.000859436,0.001321824,0.011429492,0.006895226,-0.007855668
-0.012531276,0.007622679,1,-0.008104796,-0.011419916,-0.008974953,0.000882007,-0.006389432,0.023256559
0.00755032,0.025672929,1,0.020623484,0.013944638,-0.019902839,-0.003903616,-0.005704882,0.00686792
-0.001679581,0.016718871,1,-0.011629691,-0.00419977,-0.016166139,-0.002619971,-0.001828821,-0.011582172
0.018836278,0.01253517,1,0.019357201,0.010097802,0.020107452,-0.005503231,-0.001811622,-0.02341899
0.015055363,0.025229969,1,0.007389011,0.009591416,0.017091241,-0.014128171,0.007671566,-0.042486989
0.00263732,-0.032822911,1,-0.011995674,0.00013823,0.017689984,-0.003412757,0.015853597,0.014680589
-0.011993216,-0.013988674,1,-0.006394642,-0.013745458,-0.004511894,0.011542923,0.004402173,0.045228941
-0.003030174,0.001928951,1,-0.005338749,-0.008301197,-0.007649417,-0.007206109,-0.005300719,0.02055232
-0.001193637,0.008699633,1,0.00548696,0.001835946,0.006153697,-0.014200171,-0.014329537,-0.029007921
0.017923298,0.025087411,1,0.024248394,0.008809966,-0.008109186,0.000293812,-0.007682967,-0.014925205
0.004655976,0.01434241,1,0.001585905,0.011732611,-0.012646517,-0.002417221,-0.001706089,-0.007631709
0.009222535,-0.011698281,1,-0.0023818,0.005258817,-0.000709587,0.006509735,0.007304848,0.019081867
-0.00348184,-0.023220173,1,-0.011873382,-0.001914779,-0.001374714,0.007304344,0.010124714,-0.001588557
-0.014214921,-0.010209602,1,-0.016005802,0.002046731,-0.001584598,0.000650299,-0.000503121,0.012501871
0.031031397,0.044473714,1,0.031348153,-0.002385362,-0.005824881,-0.004116571,0.002866893,0.002392755
0.00153204,0.024200955,1,0.013812379,0.006434155,-0.013118469,0.00801238,-0.008101324,0.002683638
0.018442901,0.004133853,1,0.015975856,0.009067295,0.022778766,-0.001030987,0.006196977,-0.01564908
-0.004271312,0.011251194,1,0.006082677,6.74E-05,-0.01068537,0.008825347,-0.010361328,-0.008750326
-0.007394157,0.010770417,1,0.000691701,0.007583732,-0.003625707,-0.001122811,0.000446935,-0.008710797
-0.000543657,0.001901489,1,0.005636732,0.006065569,0.006604475,-0.008530981,-0.007209885,-0.019747903
0.007322899,-0.009607251,1,0.001782361,-0.002010567,-0.000822033,0.001974751,-0.000317855,-0.001282278
0.010823377,-0.006592933,1,0.001470754,0.006057473,0.014569481,-0.005203045,0.008719427,-0.012100694
-0.008850591,-0.013864628,1,-0.005406177,0.006490739,0.003377369,-0.001015387,-0.002609807,0.002060914
0.00396276,-0.004956719,1,0.007093136,0.003188713,0.006389876,0.000194562,-0.00360902,0.004076308
-0.019435754,-0.011947689,1,-0.023045856,0.000864876,0.004070048,-0.013853894,-0.00321511,-0.016409477
-0.007169658,0.017977633,1,0.005638875,0.002789569,-0.024856067,0.009525157,-0.018671237,0.004297874
0.014136957,0.015369897,1,0.012472279,0.010907816,-0.002220056,-0.003118757,0.004880222,0.000874417
0.01583557,-0.01739381,1,0.002040285,-0.001623553,0.01156713,-0.010796232,0.016744963,0.008507962
-0.013105738,-0.00278762,1,-0.005821163,-0.003120862,0.012940234,-0.000222387,0.001376584,-0.004966885
-0.008718583,-0.033755064,1,-0.011342921,-0.013279913,0.007571181,0.007580585,-0.000106172,0.01144038
0.003025163,-0.005342859,1,0.004182158,-0.002599378,0.006574569,-0.002512801,0.001083355,-0.00849868
-0.004158266,-0.027445319,1,-0.007707602,-0.022825134,0.01516454,0.004695603,0.003373744,0.00045139
-0.019034053,-0.02300394,1,-0.0189764,-0.003761606,0.012504135,0.007465006,0.005073103,0.009953266
0.033423962,0.068203795,1,0.046587353,0.06285806,0.024889739,-0.014446998,0.009494294,-0.038855087
0.010798783,-0.01059627,1,0.012931239,0.013111501,0.013058076,0.00174772,0.000479252,0.00133039
0.023935839,-0.006125186,1,0.016490953,0.009302145,0.006496745,0.006486232,0.006809846,0.004982571
0.005853127,-0.028188197,1,-0.011365715,-0.017199092,0.03961276,-0.002331138,0.018137294,0.001726377
