yManuf,yHlth,Intercept,Mkt.RF,SMB,HML,RMW,CMA,MOM
0.000337383,0.017374621,1,0.002987402,-0.012862681,-0.001643358,0.002986824,-0.00500107,-0.004017914
0.007426358,0.01318349,1,0.016848575,0.00964619,-0.017995234,0.005198185,-0.00540034,0.004498529
0.023104519,0.021770153,1,0.021618391,0.01021828,-0.008223746,5.29E-05,0.00177544,0.005804987
0.010647483,-0.003514565,1,0.001159253,0.014974272,-0.001019473,-0.002102645,0.004704196,-0.007887692
0.025483846,0.013318407,1,0.016954627,0.005917727,0.0017835,-0.003105145,0.007517394,0.00216951
0.010650657,0.008863415,1,0.010103919,0.009707943,-0.020585314,0.009416854,-0.007989608,0.006981821
0.001657146,0.000645832,1,0.004585179,-0.006333973,0.00294244,0.0041912,-0.001411731,-0.001349957
-0.002472212,-0.0040851,1,0.002394598,-0.001532681,-0.010858969,0.000683564,-0.002800702,0.005708331
0.038027961,0.004620726,1,0.036612693,0.009936387,0.015130814,-0.009198863,0.016278345,-0.005210959
-0.008739734,-0.01866482,1,-0.020032001,0.00095037,-0.005822102,0.009303948,0.001888464,-0.001609455
0.00665146,0.001883909,1,0.002549679,0.006602704,-0.005898817,0.000587799,0.002998351,0.015166243
-0.007683866,-0.008645788,1,-0.005031053,0.019031353,-0.015236361,0.003390761,-0.00540016,0.022150473
0.036027988,0.011111818,1,0.029917751,-0.001411706,0.01113148,-0.010860941,0.015480412,-0.003311189
0.005442639,0.011037459,1,0.01487272,0.011915926,0.014663291,-0.009964691,0.009325829,-0.007402007
0.00863306,0.024531144,1,0.003668433,0.001173376,-0.007984834,-0.002015309,9.56E-05,-0.0070905
0.015232823,0.001059997,1,0.010422808,0.00138776,0.015651834,-0.008486793,0.005304155,-0.008708602
0.002140501,-0.007530846,1,0.00039721,-0.005516694,0.006304999,-0.002805063,0.001397637,-0.004001509
0.007258075,0.013240792,1,0.011472172,-0.005611815,0.004065671,-0.007990194,-0.000702788,-0.006316815
0.023462243,-0.000153728,1,0.017684171,0.007312555,0.004584006,-0.012673332,0.006916889,0.002363763
-0.008673676,-0.004628845,1,-0.012505403,-0.031077401,0.003337926,0.017480386,0.000776685,-0.018213853
0.006350422,-0.017214239,1,-0.003714407,0.006598122,-0.00090921,-0.001510955,-0.000214231,0.011483727
0.031919657,0.02073806,1,0.027689003,0.00439327,-0.008009658,-0.007783635,0.004403407,0.012949402
0.012144522,0.00183991,1,0.016673731,0.010533457,0.007190512,-0.003814568,0.006910949,0.015272606
0.019501089,0.014427083,1,0.010916866,0.005693321,0.006007197,-0.003607556,0.004299778,-0.00063202
-0.007035274,-0.01197044,1,-0.017296512,0.000261776,-0.000522839,-0.003352286,-0.004720389,0.000134312
0.005267662,0.021990828,1,0.001787104,0.003075321,-0.006002789,-0.001017046,-0.005802343,0.012014952
-0.024172918,-0.008961098,1,-0.014205081,-0.013674492,0.009510725,0.011819105,-0.005713922,-0.020474353
-0.006333416,-0.012620834,1,-0.018139195,0.008061721,0.001973303,0.001489859,0.006813798,0.006386032
0.035720804,0.017581384,1,0.029436661,0.011816917,-0.011354405,-0.003505817,0.003295959,0.025197097
0.019786586,0.01951344,1,0.015947317,0.012145103,-0.004003865,0.003696911,0.000896947,0.008515103
-0.00470305,0.007401334,1,-0.002911761,-0.002029861,-0.001623643,0.004002824,0.00069019,-0.010814623
